"Module","Gene"
"lightyellow","LOC105390291"
"lightyellow","LOC125490161"
"lightyellow","LOC125490441"
"lightyellow","LOC125490888"
"lightyellow","LOC105392093"
"lightyellow","LOC119694465"
"lightyellow","LOC125491064"
"midnightblue","LOC105390778"
"midnightblue","LOC105386277"
"midnightblue","LOC105385162"
"midnightblue","LOC105389288"
"midnightblue","LOC105389189"
"midnightblue","LOC105385550"
"midnightblue","LOC125488672"
"midnightblue","LOC125488736"
"midnightblue","LOC105392562"
"midnightblue","LOC105394211"
"midnightblue","LOC105396422"
"midnightblue","LOC105397827"
"midnightblue","LOC119694695"
"midnightblue","LOC105380860"
"midnightblue","LOC105382826"
"midnightblue","LOC105388035"
"midnightblue","LOC105387383"
"midnightblue","LOC105387400"
"midnightblue","LOC105398296"
"midnightblue","LOC105382120"
"midnightblue","LOC125488567"
"midnightblue","LOC105389050"
"midnightblue","LOC119691935"
"midnightblue","LOC105381021"
"midnightblue","LOC105393230"
"midnightblue","LOC105395212"
"midnightblue","LOC105397336"
"brown","LOC105398625"
"brown","LOC105398624"
"brown","LOC105398351"
"brown","LOC105398350"
"brown","LOC105398346"
"brown","LOC119693500"
"brown","LOC105382740"
"brown","LOC105386256"
"brown","LOC105381267"
"brown","LOC105384971"
"brown","LOC125490698"
"brown","LOC105394015"
"brown","LOC105386913"
"brown","LOC105383729"
"brown","LOC119694513"
"brown","LOC105385910"
"brown","LOC105380350"
"brown","LOC105384072"
"brown","LOC105386177"
"brown","LOC105398574"
"brown","LOC105397936"
"brown","LOC105397909"
"brown","LOC105381792"
"brown","LOC105398284"
"brown","LOC105390840"
"brown","LOC105389156"
"brown","LOC105389190"
"brown","LOC105383830"
"brown","LOC105390692"
"brown","LOC105391256"
"brown","LOC105386340"
"brown","LOC105391413"
"brown","LOC105389242"
"brown","LOC105381904"
"brown","LOC105392377"
"brown","LOC105390654"
"brown","LOC105390655"
"brown","LOC105389537"
"brown","LOC105396575"
"brown","LOC105384894"
"brown","LOC105386778"
"brown","LOC105384425"
"brown","LOC105383792"
"brown","LOC105387618"
"brown","LOC105382658"
"brown","LOC105383390"
"brown","LOC105383410"
"brown","LOC105386378"
"brown","LOC105384337"
"brown","LOC105394967"
"brown","LOC105390999"
"brown","LOC105394264"
"brown","LOC105383766"
"brown","LOC119692963"
"brown","LOC119693037"
"brown","LOC105397801"
"brown","LOC119690988"
"brown","LOC105385953"
"brown","LOC105386585"
"brown","LOC105390594"
"brown","LOC105386794"
"brown","LOC105386957"
"brown","LOC105394111"
"brown","LOC105385394"
"brown","LOC105385386"
"brown","LOC125489086"
"brown","LOC105380582"
"brown","LOC105383690"
"brown","LOC105385505"
"brown","LOC105383188"
"brown","LOC105380845"
"brown","LOC119693324"
"brown","LOC119693339"
"brown","LOC105393005"
"brown","LOC105389983"
"brown","LOC105387834"
"brown","LOC105381618"
"brown","LOC105382177"
"brown","LOC105388453"
"brown","LOC105384202"
"brown","LOC105390078"
"brown","LOC105383246"
"brown","LOC105382851"
"brown","LOC125489297"
"brown","LOC105384717"
"brown","LOC105394468"
"brown","LOC125489252"
"brown","LOC105381446"
"brown","LOC105398246"
"brown","LOC119692236"
"brown","LOC105389113"
"brown","LOC105392528"
"brown","LOC105397957"
"brown","LOC105397986"
"brown","LOC119692238"
"brown","LOC105391056"
"brown","LOC105390695"
"brown","LOC105387187"
"brown","LOC125489488"
"brown","LOC105395339"
"brown","LOC105381388"
"brown","LOC105380556"
"brown","LOC105398651"
"brown","LOC105386566"
"brown","LOC105393042"
"brown","LOC105381425"
"brown","LOC105381439"
"brown","LOC105388556"
"brown","LOC105397493"
"brown","LOC105383535"
"brown","LOC105398489"
"brown","LOC105383683"
"brown","LOC105382657"
"brown","LOC105391565"
"brown","LOC105382218"
"brown","LOC105392791"
"brown","LOC105394135"
"brown","LOC105386890"
"brown","LOC105386889"
"brown","LOC105381870"
"brown","LOC105386423"
"brown","LOC105388741"
"brown","LOC105392441"
"brown","LOC119691471"
"brown","LOC105394234"
"brown","LOC105381183"
"brown","LOC105380454"
"brown","LOC105380232"
"brown","LOC105387050"
"brown","LOC105392310"
"brown","LOC119692657"
"brown","LOC105388241"
"brown","LOC105388068"
"brown","LOC105384036"
"brown","LOC105392284"
"brown","LOC105391409"
"brown","LOC105382470"
"brown","LOC125490130"
"brown","LOC105380796"
"brown","LOC105381002"
"brown","LOC119693159"
"brown","LOC105385409"
"brown","LOC119694154"
"brown","LOC119694909"
"brown","LOC105382134"
"brown","LOC105388775"
"brown","LOC105383015"
"brown","LOC105392524"
"brown","LOC105391205"
"brown","LOC105389817"
"brown","LOC105382542"
"brown","LOC105383008"
"brown","LOC105381823"
"brown","LOC105389811"
"brown","LOC105389802"
"brown","LOC105380607"
"brown","LOC105398207"
"brown","LOC105386098"
"brown","LOC119692483"
"brown","LOC105386704"
"brown","LOC105386703"
"brown","LOC105388342"
"brown","LOC105388343"
"brown","LOC105383940"
"brown","LOC105386185"
"brown","LOC125490393"
"brown","LOC105383464"
"brown","LOC119691059"
"brown","LOC105386067"
"brown","LOC105382414"
"brown","LOC119691006"
"brown","LOC105398445"
"brown","LOC105397842"
"brown","LOC105381016"
"brown","LOC105389759"
"brown","LOC105398822"
"brown","LOC105381260"
"brown","LOC105381165"
"brown","LOC125490773"
"brown","LOC105386238"
"brown","LOC105386013"
"brown","LOC105395622"
"brown","LOC105394368"
"brown","LOC105384597"
"brown","LOC105392649"
"brown","LOC119694430"
"brown","LOC105386442"
"brown","LOC105395001"
"brown","LOC105393305"
"brown","LOC105382237"
"brown","LOC119692914"
"brown","LOC105398501"
"brown","LOC105398495"
"brown","LOC105389031"
"brown","LOC105387721"
"brown","LOC119694705"
"brown","LOC105391104"
"brown","LOC105393669"
"brown","LOC105391050"
"brown","LOC105384891"
"brown","LOC125491154"
"brown","LOC105398062"
"brown","LOC105397987"
"brown","LOC105396831"
"brown","LOC105388784"
"brown","LOC105380541"
"brown","LOC105389670"
"brown","LOC125491178"
"brown","LOC119694001"
"brown","LOC105381349"
"brown","LOC105391480"
"red","LOC105380094"
"red","LOC119693457"
"red","LOC105380296"
"red","LOC105387334"
"red","LOC105387140"
"red","LOC105387222"
"red","LOC105397515"
"red","LOC105385544"
"red","LOC105389979"
"red","LOC105385838"
"red","LOC105394828"
"red","LOC125488537"
"red","LOC105393893"
"red","LOC105382866"
"red","LOC105382918"
"red","LOC105380924"
"red","LOC105382998"
"red","LOC125489285"
"red","LOC105394426"
"red","LOC105386550"
"red","LOC105386548"
"red","LOC119691288"
"red","LOC105386546"
"red","LOC105381104"
"red","LOC119691154"
"red","LOC105389772"
"red","LOC105389456"
"red","LOC105380063"
"red","LOC119691732"
"red","LOC105384643"
"red","LOC105384666"
"red","LOC105390942"
"red","LOC105382133"
"red","LOC105382127"
"red","LOC105382143"
"red","LOC119690471"
"red","LOC125490326"
"red","LOC105393284"
"red","LOC105393283"
"red","LOC105381372"
"red","LOC105381389"
"red","LOC105380962"
"red","LOC105381283"
"red","LOC105381169"
"red","LOC105383612"
"red","LOC119693702"
"red","LOC105395016"
"red","LOC105384740"
"red","LOC119694658"
"red","LOC119694803"
"red","LOC119694851"
"darkred","LOC119693433"
"darkred","LOC119692381"
"darkred","LOC105397695"
"darkred","LOC105382878"
"darkred","LOC105386800"
"darkred","LOC125489366"
"darkred","LOC125489543"
"darkred","LOC105389417"
"darkred","LOC119693908"
"darkred","LOC119690648"
"darkred","LOC105382731"
"darkred","LOC119693582"
"darkred","LOC125490997"
"darkred","LOC105380492"
"pink","LOC105380058"
"pink","LOC125488937"
"pink","LOC105388114"
"pink","LOC105388112"
"pink","LOC105392223"
"pink","LOC105389993"
"pink","LOC105383414"
"pink","LOC105394955"
"pink","LOC125489300"
"pink","LOC105384195"
"pink","LOC105387768"
"pink","LOC105391053"
"pink","LOC105392344"
"pink","LOC105386888"
"pink","LOC105381773"
"pink","LOC105388374"
"pink","LOC105390283"
"pink","LOC105398438"
"pink","LOC105388656"
"pink","LOC119693218"
"pink","LOC105385416"
"pink","LOC119693148"
"pink","LOC119693149"
"pink","LOC105382119"
"pink","LOC105381422"
"pink","LOC105396847"
"pink","LOC105398206"
"pink","LOC105384728"
"pink","LOC105396213"
"pink","LOC105380684"
"pink","LOC105385626"
"pink","LOC105386435"
"pink","LOC105388259"
"pink","LOC105389749"
"pink","LOC105393275"
"pink","LOC105392595"
"pink","LOC105392472"
"darkgreen","LOC105394601"
"darkgreen","LOC119692124"
"darkgreen","LOC125488757"
"darkgreen","LOC105398778"
"darkgreen","LOC125489185"
"darkgreen","LOC125489231"
"darkgreen","LOC105388974"
"darkgreen","LOC125489726"
"darkgreen","LOC105380242"
"darkgreen","LOC105388067"
"darkgreen","LOC119691622"
"darkgreen","LOC105389853"
"darkgreen","LOC125490720"
"darkgreen","LOC105387658"
"darkgreen","LOC125491099"
"royalblue","LOC105386083"
"royalblue","LOC105398397"
"royalblue","LOC105391711"
"royalblue","LOC105380364"
"royalblue","LOC105393888"
"royalblue","LOC105397965"
"royalblue","LOC105391901"
"royalblue","LOC105386352"
"royalblue","LOC105395342"
"royalblue","LOC105380813"
"royalblue","LOC105393614"
"royalblue","LOC105392514"
"royalblue","LOC119691127"
"royalblue","LOC105393800"
"cyan","Gapdh"
"cyan","LOC105387497"
"cyan","LOC119693707"
"cyan","LOC105390361"
"cyan","LOC119693719"
"cyan","LOC105397954"
"cyan","LOC105389609"
"cyan","LOC125488429"
"cyan","LOC105394449"
"cyan","LOC105387566"
"cyan","LOC105380630"
"cyan","LOC105380194"
"cyan","LOC105391140"
"cyan","LOC105396667"
"cyan","LOC105382736"
"cyan","LOC119691043"
"cyan","LOC105381237"
"magenta","LOC105381223"
"magenta","LOC105387203"
"magenta","LOC105388120"
"magenta","LOC105388119"
"magenta","LOC119693491"
"magenta","LOC105388116"
"magenta","LOC105386923"
"magenta","LOC105386314"
"magenta","LOC105384526"
"magenta","LOC105390219"
"magenta","LOC105383855"
"magenta","LOC105383113"
"magenta","LOC105393145"
"magenta","LOC125488861"
"magenta","LOC119693068"
"magenta","LOC105398138"
"magenta","LOC105398139"
"magenta","LOC105387387"
"magenta","LOC105392563"
"magenta","LOC119691241"
"magenta","LOC105390347"
"magenta","LOC105397315"
"magenta","LOC105380931"
"magenta","LOC105380730"
"magenta","LOC105393633"
"magenta","LOC119693336"
"magenta","LOC119693337"
"magenta","LOC119693335"
"magenta","LOC119693338"
"magenta","LOC125489210"
"magenta","LOC119693317"
"magenta","LOC105393847"
"magenta","LOC105384707"
"magenta","LOC105397925"
"magenta","LOC105384515"
"magenta","LOC105393067"
"magenta","LOC105388317"
"magenta","LOC119691267"
"magenta","LOC119693899"
"magenta","LOC105384432"
"magenta","LOC105386866"
"magenta","LOC105396452"
"magenta","LOC105383137"
"magenta","LOC105386865"
"magenta","LOC105390698"
"magenta","LOC105388211"
"magenta","LOC119691623"
"magenta","LOC119691620"
"magenta","LOC105382202"
"magenta","LOC105382102"
"magenta","LOC105389046"
"magenta","LOC105385727"
"magenta","LOC119691901"
"magenta","LOC125490356"
"magenta","LOC119692484"
"magenta","LOC119692482"
"magenta","LOC105392222"
"magenta","LOC105388217"
"magenta","LOC125490617"
"magenta","LOC105382387"
"magenta","LOC119694536"
"magenta","LOC105398181"
"magenta","LOC105385791"
"magenta","LOC105385744"
"magenta","LOC105395209"
"magenta","LOC105381247"
"magenta","LOC105394913"
"magenta","LOC105398132"
"magenta","LOC105388140"
"greenyellow","LOC125488533"
"greenyellow","LOC119692455"
"greenyellow","LOC105385485"
"greenyellow","LOC105383145"
"greenyellow","LOC105391913"
"greenyellow","LOC105386591"
"greenyellow","LOC105392481"
"greenyellow","LOC119693312"
"greenyellow","LOC105398007"
"greenyellow","LOC105383487"
"greenyellow","LOC105392819"
"greenyellow","LOC105387001"
"greenyellow","LOC105387693"
"greenyellow","LOC105398534"
"greenyellow","LOC125488502"
"greenyellow","LOC105383603"
"greenyellow","LOC105381209"
"greenyellow","LOC105393523"
"greenyellow","LOC105391443"
"greenyellow","LOC105392487"
"greenyellow","LOC105398244"
"greenyellow","LOC105386715"
"greenyellow","LOC119693597"
"greenyellow","LOC125490749"
"greenyellow","LOC125490828"
"greenyellow","LOC125491205"
"greenyellow","LOC125491303"
